Tweet,Created Date,Retweets,Favourites,Engagement,No of Hashtags,No of User Mentions,No of URLS added,No of Media added,Tweeted Username,Replied To Username,Post Type,Media Type,Is Quote Tweet,Is Retweeted,Language,Country,Location,Location Full Name,Location Type,Hashtags,User Mentions,URLS Used,Media URLS,Name,Username,Created Date (Handles) ,Language (Handles) ,Tweets,Followers,Friends,Favourites (Handles) ,Listed Count,Location (Handles) ,Protected,Verified,URL,Description,Profile Image URL,Account Age in Days,Avg Tweets per day
Good morning https://t.co/xruyxpPc50,2019/11/15 8:22,574,8638,9212,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJXrFI6UUAAirSU.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"It’s been a week since the DEATH STRANDING launch. Thanks too all people who are playing DS as Sam “Porter” Bridges. And thanks for your support. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/4qUzByKXMS",2019/11/15 0:35,3353,21270,24623,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJWASyEU8AI6D2L.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Sign? https://t.co/PcqThwlaNn,2019/11/14 17:02,176,2781,2957,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJUYg0mUEAA9cFJ.jpg,http://pbs.twimg.com/media/EJUYg0pU4AAKB6E.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/vXXfAopJRI",2019/11/14 14:47,382,2981,3363,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1194854198203961345/pu/img/PefH-v80xdMRywsY.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Bought. https://t.co/ZG5Br09uux,2019/11/14 13:05,468,5055,5523,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJTiYO_UEAESaEk.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Bought. https://t.co/6nyQsDIo2u,2019/11/14 13:05,320,5185,5505,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJTiWj3U4AEii_y.jpg,http://pbs.twimg.com/media/EJTiWljUwAEMAa2.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/dh6GgAclIG",2019/11/14 13:05,252,1825,2077,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1194828563410587648/pu/img/pXPO2Ijvup-_oPIw.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
I was too excited to go sleep after attending radio program late last night. I was finally able to go sleep early in the morning until 10am. I think I’m charged now. https://t.co/DQie5uaBJh,2019/11/13 20:24,235,4675,4910,0,0,0,3,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJP9SJmUUAExmEM.jpg,http://pbs.twimg.com/media/EJP9SJnUwAAT05-.jpg,http://pbs.twimg.com/media/EJP9SJoU8AUt120.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Which play style do you prefer? 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands",2019/11/13 13:10,209,1335,1544,5,0,0,0,HIDEO_KOJIMA_EN,,Original Tweet,Text,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Thank you very much ???????????? https://t.co/pidOn0RHu9,2019/11/13 11:14,1028,13227,14255,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJN_VT3UEAAfMvi.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Received “Sensor” by Junji Ito who also appears as cameo in DEATH STRANDING. https://t.co/vIshe5T3y4,2019/11/12 17:38,965,7736,8701,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJKNjfmU0AIo98U.jpg,http://pbs.twimg.com/media/EJKNjfnUcAE1vp6.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Received ETERNAL by Ilya Kuvshinov. Thank you very much. 11/19 release. https://t.co/1otaDQTOmm,2019/11/12 17:33,472,5919,6391,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJKMZbqUUAEW4qo.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/r6jOPSku15",2019/11/11 17:05,508,3506,4014,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1193801734583279616/pu/img/6wKQkpMJUe8BgabS.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Bought PATLABOR manga. https://t.co/r00Cx9ap1X,2019/11/11 16:08,498,5355,5853,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJEviXqU8AEYat6.jpg,http://pbs.twimg.com/media/EJEviXqUEAAPAcR.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Received Stephan King AT THE MOVIES complete guide book from TAKESHOBO. Thank you very much. https://t.co/c2FlFZynPN,2019/11/11 16:08,48,928,976,0,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,http://pbs.twimg.com/media/EJEvY4AU4AEuNUo.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Russian filmmaker and producer, Timur Bekmambetov has visited Kojima Productions. https://t.co/GsDpntK9Uy",2019/11/11 16:06,258,3558,3816,0,0,0,4,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EJEvBLiUwAAttwl.jpg,http://pbs.twimg.com/media/EJEvBLgUUAAPvti.jpg,http://pbs.twimg.com/media/EJEvBLgUYAAIBi4.jpg,http://pbs.twimg.com/media/EJEvBLhVUAII3kN.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/HtC5iZ4Rb5",2019/11/11 13:52,265,2040,2305,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1193753282625200131/pu/img/Kg8EK_q3sWumTYNX.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Do you like BB?

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/AGTyWBaJjH",2019/11/11 9:29,1045,11910,12955,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EJDUP8CVUAAsWda.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Arrived in Japan early this morning, I no longer have idea where I am at?

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#デススト
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/yimmgGOsYI",2019/11/10 9:24,804,8101,8905,5,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,デススト,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EI-JdclVUAEAeb7.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"With security guys in SF.

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/aDw66oni2m",2019/11/9 13:22,152,2567,2719,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EI52ZTmU0AELBeQ.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/W9FOcq9LFn",2019/11/9 11:08,7881,32224,40105,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1192987166667751424/pu/img/y37f2HbtU-49NWPB.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"With Peter Tieryas. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/kjTqsn7FEp",2019/11/9 7:27,92,1055,1147,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EI4k_Q6VAAANMci.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"DEATH STRANDING has launched worldwide now. Hope you are having fun. Pls connect the world and get connected with the world. 
TODAY, IT’S IN YOUR HANDS!

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/la7i54Y0yC",2019/11/8 23:41,2125,14034,16159,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EI26dlPWoAM_h7p.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"GO?????????????

TODAY, IT’S IN YOUR HANDS!

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/OcV0aEenB5",2019/11/8 14:08,6560,35161,41721,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EI03Sm8UYAAwdx9.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TODAY, IT’S IN YOUR HANDS!

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/g1qu0moAEQ",2019/11/8 3:27,1295,7406,8701,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1192508725375815680/pu/img/Uh6xD0T4Ie_POkLI.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Enjoy the play and get connected! 

TODAY, IT’S IN YOUR HANDS!

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/UI1vuFKjPV",2019/11/8 2:13,1473,7693,9166,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EIyTdldWoAADo_6.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"With Sonny, my security guy in NYC. 

TODAY, IT’S IN YOUR HANDS!

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/jDfsdM6ocw",2019/11/8 2:10,91,1209,1300,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EIySx1sWsAA_Ib6.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"TODAY, IT’S IN YOUR HANDS!

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/1BGHD4AKZQ",2019/11/8 1:28,1766,9028,10794,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Video,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/ext_tw_video_thumb/1192478762656505857/pu/img/N0XxQ0avcmoD_K4q.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Reunited with F. Paul Wilson sensei. Connection. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/3CLiKZWde9",2019/11/6 20:37,90,1058,1148,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EIr9CuWXsAAJoTJ.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Hirasawa, our cinematic lead who came for World Strand Tour. He films &amp; edits by iPhone. This is the era where anyone can become the creator and introduce your work. 
TOMORROW IS IN YOUR HANDS.
#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/CG955AJpz0",2019/11/5 21:55,267,2707,2974,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EInFRIFXYAAXW8N.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"With Fatih Akin. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/CGQDL5jV62",2019/11/3 23:33,162,1770,1932,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EIdIhv9WwAASbRv.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"With Edgar Wright. 

TOMORROW IS IN YOUR HANDS.

#デスストでつながれ
#WorldStrandTour2019
#DeathStranding?????
#TomorrowIsInYourHands https://t.co/P5ooJRxgO5",2019/11/2 18:22,927,11069,11996,4,0,0,1,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,"デスストでつながれ,WorldStrandTour2019,DeathStranding,TomorrowIsInYourHands",,,http://pbs.twimg.com/media/EIW35fsW4AArYmc.jpg,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
Long-Distance Empathy: An Interview with Hideo Kojima About DEATH STRANDING - ファミ通.com https://t.co/Yn10o4Dkex @famitsuより,2019/11/2 1:08,92,502,594,0,1,1,0,HIDEO_KOJIMA_EN,,Original Tweet,Text,いいえ,いいえ,Japanese,,,,,,famitsu,https://www.famitsu.com/news/201911/02185866.html,,HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
"Met with Mathieu Turi, the young French filmmaker. https://t.co/YHZ8LaQner",2019/11/1 20:59,56,932,988,0,0,0,2,HIDEO_KOJIMA_EN,,Original Tweet,Photo,いいえ,いいえ,English,,,,,,,,"http://pbs.twimg.com/media/EINwwL0WwAgKvqR.jpg,http://pbs.twimg.com/media/EINwwLrWwAAdndT.jpg",HIDEO_KOJIMA,HIDEO_KOJIMA_EN,2010/2/26 14:25,Undetermined,39852,2875540,166,315,7489,,いいえ,はい,https://t.co/LWimWZQuVR,Game Creator: 70% of my body is made of movies.,http://pbs.twimg.com/profile_images/914211724412166144/Bf2Yij9b_normal.jpg,3602,11.0639
